session_id,session_date,variant,device,channel,route_type,flight_selected,checkout_started,booking_completed,booking_revenue
S018171,2026-05-04,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018172,2026-05-24,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S018173,2026-05-23,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018174,2026-05-24,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S018175,2026-05-02,Control,Mobile,Direct,Domestic,0,0,0,0
S018176,2026-05-02,Treatment,Tablet,Organic Search,Domestic,1,1,0,0
S018177,2026-05-18,Control,Desktop,Paid Search,Domestic,1,1,0,0
S018178,2026-05-03,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018179,2026-05-06,Control,Mobile,Organic Search,Domestic,1,1,0,0
S018180,2026-05-07,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018181,2026-05-04,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S018182,2026-05-10,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018183,2026-05-23,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018184,2026-05-24,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018185,2026-05-24,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018186,2026-05-15,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S018187,2026-05-16,Control,Mobile,Direct,Domestic,1,1,0,0
S018188,2026-05-22,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S018189,2026-05-25,Control,Mobile,Paid Search,Domestic,1,0,0,0
S018190,2026-05-08,Treatment,Tablet,Email,Domestic,1,0,0,0
S018191,2026-05-16,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018192,2026-05-01,Treatment,Desktop,Organic Search,Caribbean,1,1,1,298.65
S018193,2026-05-19,Control,Desktop,Direct,Domestic,1,0,0,0
S018194,2026-05-25,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S018195,2026-05-17,Control,Mobile,Paid Search,Domestic,1,1,0,0
S018196,2026-05-09,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S018197,2026-05-14,Control,Desktop,Paid Search,Domestic,1,0,0,0
S018198,2026-05-05,Treatment,Mobile,Email,Domestic,1,0,0,0
S018199,2026-05-11,Control,Mobile,Direct,Domestic,0,0,0,0
S018200,2026-05-28,Treatment,Desktop,Paid Search,Caribbean,1,1,0,0
S018201,2026-05-10,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018202,2026-05-08,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S018203,2026-05-20,Control,Mobile,Direct,Domestic,1,1,0,0
S018204,2026-05-26,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S018205,2026-05-24,Control,Mobile,Email,Domestic,0,0,0,0
S018206,2026-05-17,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018207,2026-05-04,Control,Mobile,Direct,Domestic,0,0,0,0
S018208,2026-05-02,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S018209,2026-05-03,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S018210,2026-05-23,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S018211,2026-05-08,Control,Mobile,Direct,Domestic,1,1,0,0
S018212,2026-05-26,Treatment,Mobile,Direct,Domestic,1,1,1,449.23
S018213,2026-05-11,Control,Desktop,Direct,Domestic,0,0,0,0
S018214,2026-05-05,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018215,2026-05-24,Control,Mobile,Organic Search,Domestic,1,1,0,0
S018216,2026-05-11,Treatment,Mobile,Email,Domestic,1,1,0,0
S018217,2026-05-06,Control,Mobile,Organic Search,Domestic,1,1,0,0
S018218,2026-05-05,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S018219,2026-05-28,Control,Desktop,Direct,Caribbean,0,0,0,0
S018220,2026-05-19,Treatment,Mobile,Email,Domestic,0,0,0,0
S018221,2026-05-04,Control,Mobile,Direct,International,0,0,0,0
S018222,2026-05-24,Treatment,Mobile,Email,Domestic,0,0,0,0
S018223,2026-05-05,Control,Desktop,Direct,Caribbean,1,0,0,0
S018224,2026-05-02,Treatment,Mobile,Email,Domestic,1,1,0,0
S018225,2026-05-06,Control,Mobile,Direct,International,0,0,0,0
S018226,2026-05-28,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S018227,2026-05-23,Control,Mobile,Direct,Domestic,0,0,0,0
S018228,2026-05-08,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018229,2026-05-04,Control,Mobile,Organic Search,Domestic,1,1,0,0
S018230,2026-05-22,Treatment,Tablet,Direct,Domestic,1,0,0,0
S018231,2026-05-19,Control,Mobile,Direct,Domestic,1,0,0,0
S018232,2026-05-28,Treatment,Mobile,Email,Domestic,1,1,0,0
S018233,2026-05-19,Control,Mobile,Email,Domestic,0,0,0,0
S018234,2026-05-09,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S018235,2026-05-28,Control,Mobile,Direct,Domestic,0,0,0,0
S018236,2026-05-08,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S018237,2026-05-06,Control,Mobile,Direct,Caribbean,1,1,0,0
S018238,2026-05-18,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S018239,2026-05-24,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018240,2026-05-05,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S018241,2026-05-12,Control,Mobile,Direct,Domestic,1,0,0,0
S018242,2026-05-14,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018243,2026-05-23,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018244,2026-05-19,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S018245,2026-05-23,Control,Desktop,Organic Search,Domestic,1,1,0,0
S018246,2026-05-15,Treatment,Mobile,Direct,Caribbean,1,1,1,353.52
S018247,2026-05-09,Control,Mobile,Organic Search,International,1,1,0,0
S018248,2026-05-13,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018249,2026-05-13,Control,Mobile,Direct,Domestic,1,0,0,0
S018250,2026-05-11,Treatment,Tablet,Email,Caribbean,1,1,0,0
S018251,2026-05-07,Control,Desktop,Direct,International,0,0,0,0
S018252,2026-05-06,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018253,2026-05-11,Control,Desktop,Direct,Domestic,0,0,0,0
S018254,2026-05-24,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S018255,2026-05-14,Control,Mobile,Direct,Caribbean,0,0,0,0
S018256,2026-05-08,Treatment,Mobile,Email,Domestic,0,0,0,0
S018257,2026-05-06,Control,Desktop,Direct,International,0,0,0,0
S018258,2026-05-06,Treatment,Desktop,Email,Caribbean,0,0,0,0
S018259,2026-05-28,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018260,2026-05-18,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S018261,2026-05-28,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018262,2026-05-22,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018263,2026-05-15,Control,Desktop,Direct,Domestic,1,0,0,0
S018264,2026-05-17,Treatment,Desktop,Organic Search,International,1,0,0,0
S018265,2026-05-19,Control,Desktop,Paid Search,Domestic,1,1,0,0
S018266,2026-05-06,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S018267,2026-05-01,Control,Desktop,Organic Search,Domestic,0,0,0,0
S018268,2026-05-09,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018269,2026-05-28,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018270,2026-05-28,Treatment,Tablet,Organic Search,Domestic,0,0,0,0
S018271,2026-05-03,Control,Mobile,Direct,Domestic,0,0,0,0
S018272,2026-05-04,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018273,2026-05-19,Control,Mobile,Direct,Domestic,1,1,1,200.76
S018274,2026-05-16,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018275,2026-05-27,Control,Mobile,Paid Search,International,1,1,0,0
S018276,2026-05-07,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S018277,2026-05-26,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018278,2026-05-24,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018279,2026-05-10,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S018280,2026-05-04,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S018281,2026-05-15,Control,Tablet,Organic Search,Domestic,1,0,0,0
S018282,2026-05-12,Treatment,Mobile,Direct,Domestic,1,1,0,0
S018283,2026-05-06,Control,Desktop,Paid Search,Domestic,1,1,0,0
S018284,2026-05-24,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S018285,2026-05-22,Control,Tablet,Organic Search,Domestic,0,0,0,0
S018286,2026-05-23,Treatment,Desktop,Organic Search,Domestic,1,1,1,256.66
S018287,2026-05-18,Control,Desktop,Email,Domestic,0,0,0,0
S018288,2026-05-15,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018289,2026-05-12,Control,Desktop,Organic Search,Domestic,1,1,0,0
S018290,2026-05-22,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S018291,2026-05-07,Control,Mobile,Direct,Domestic,1,1,0,0
S018292,2026-05-02,Treatment,Desktop,Email,Domestic,1,0,0,0
S018293,2026-05-16,Control,Desktop,Direct,Domestic,0,0,0,0
S018294,2026-05-09,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018295,2026-05-08,Control,Mobile,Email,Caribbean,1,0,0,0
S018296,2026-05-07,Treatment,Tablet,Organic Search,Domestic,1,0,0,0
S018297,2026-05-05,Control,Desktop,Direct,Domestic,0,0,0,0
S018298,2026-05-01,Treatment,Desktop,Organic Search,International,0,0,0,0
S018299,2026-05-09,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018300,2026-05-21,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S018301,2026-05-17,Control,Mobile,Direct,Domestic,0,0,0,0
S018302,2026-05-02,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018303,2026-05-25,Control,Desktop,Paid Search,Domestic,0,0,0,0
S018304,2026-05-10,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S018305,2026-05-03,Control,Mobile,Paid Search,Domestic,1,0,0,0
S018306,2026-05-11,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018307,2026-05-23,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018308,2026-05-05,Treatment,Desktop,Paid Search,Domestic,1,1,1,250.66
S018309,2026-05-06,Control,Desktop,Paid Search,Domestic,1,1,1,183.63
S018310,2026-05-21,Treatment,Tablet,Organic Search,International,1,0,0,0
S018311,2026-05-21,Control,Desktop,Direct,Domestic,0,0,0,0
S018312,2026-05-21,Treatment,Desktop,Paid Search,Caribbean,1,1,1,145.7
S018313,2026-05-25,Control,Desktop,Direct,Domestic,1,1,0,0
S018314,2026-05-05,Treatment,Mobile,Paid Search,Caribbean,1,1,1,431.3
S018315,2026-05-17,Control,Desktop,Organic Search,Domestic,1,0,0,0
S018316,2026-05-27,Treatment,Mobile,Email,Caribbean,1,1,0,0
S018317,2026-05-11,Control,Mobile,Direct,Caribbean,1,1,0,0
S018318,2026-05-14,Treatment,Desktop,Direct,Domestic,1,1,0,0
S018319,2026-05-13,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S018320,2026-05-10,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018321,2026-05-06,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018322,2026-05-08,Treatment,Tablet,Direct,Domestic,1,0,0,0
S018323,2026-05-18,Control,Desktop,Email,Caribbean,0,0,0,0
S018324,2026-05-10,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018325,2026-05-03,Control,Mobile,Organic Search,Domestic,1,1,1,415.81
S018326,2026-05-24,Treatment,Desktop,Direct,Caribbean,1,1,0,0
S018327,2026-05-28,Control,Desktop,Paid Search,Domestic,1,1,1,189.68
S018328,2026-05-10,Treatment,Desktop,Email,Caribbean,1,1,0,0
S018329,2026-05-27,Control,Mobile,Paid Search,Domestic,1,1,0,0
S018330,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018331,2026-05-05,Control,Mobile,Direct,Domestic,0,0,0,0
S018332,2026-05-25,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S018333,2026-05-09,Control,Desktop,Paid Search,Domestic,0,0,0,0
S018334,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018335,2026-05-04,Control,Mobile,Paid Search,Domestic,1,1,0,0
S018336,2026-05-07,Treatment,Mobile,Direct,Domestic,1,1,0,0
S018337,2026-05-17,Control,Desktop,Direct,Domestic,0,0,0,0
S018338,2026-05-04,Treatment,Mobile,Direct,Domestic,1,1,1,165.65
S018339,2026-05-25,Control,Mobile,Direct,Caribbean,1,0,0,0
S018340,2026-05-01,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018341,2026-05-19,Control,Desktop,Email,Caribbean,1,1,0,0
S018342,2026-05-06,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018343,2026-05-04,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S018344,2026-05-18,Treatment,Mobile,Direct,International,1,1,0,0
S018345,2026-05-05,Control,Desktop,Paid Search,Domestic,1,1,0,0
S018346,2026-05-25,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S018347,2026-05-11,Control,Mobile,Direct,Domestic,1,1,0,0
S018348,2026-05-15,Treatment,Desktop,Direct,Domestic,1,1,0,0
S018349,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S018350,2026-05-24,Treatment,Mobile,Direct,Domestic,1,1,0,0
S018351,2026-05-25,Control,Mobile,Email,Domestic,1,1,1,215.31
S018352,2026-05-22,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018353,2026-05-11,Control,Mobile,Organic Search,Domestic,1,1,0,0
S018354,2026-05-17,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018355,2026-05-25,Control,Desktop,Paid Search,Domestic,0,0,0,0
S018356,2026-05-26,Treatment,Mobile,Paid Search,International,0,0,0,0
S018357,2026-05-28,Control,Desktop,Organic Search,Domestic,1,0,0,0
S018358,2026-05-02,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S018359,2026-05-02,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S018360,2026-05-06,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S018361,2026-05-17,Control,Desktop,Organic Search,Domestic,0,0,0,0
S018362,2026-05-28,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S018363,2026-05-25,Control,Desktop,Direct,Domestic,1,0,0,0
S018364,2026-05-04,Treatment,Mobile,Organic Search,Domestic,1,1,1,419.29
S018365,2026-05-17,Control,Mobile,Direct,Domestic,1,1,0,0
S018366,2026-05-15,Treatment,Mobile,Email,Domestic,1,1,1,260.66
S018367,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S018368,2026-05-02,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S018369,2026-05-26,Control,Tablet,Organic Search,Domestic,1,1,1,420.0
S018370,2026-05-27,Treatment,Mobile,Organic Search,International,1,1,0,0
S018371,2026-05-19,Control,Mobile,Direct,Caribbean,0,0,0,0
S018372,2026-05-24,Treatment,Mobile,Email,Domestic,0,0,0,0
S018373,2026-05-10,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S018374,2026-05-05,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018375,2026-05-10,Control,Tablet,Direct,Caribbean,0,0,0,0
S018376,2026-05-01,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018377,2026-05-07,Control,Tablet,Direct,Caribbean,1,1,0,0
S018378,2026-05-05,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S018379,2026-05-11,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018380,2026-05-20,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018381,2026-05-19,Control,Desktop,Organic Search,Domestic,1,0,0,0
S018382,2026-05-12,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018383,2026-05-17,Control,Mobile,Direct,Domestic,1,1,0,0
S018384,2026-05-28,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018385,2026-05-02,Control,Mobile,Paid Search,Domestic,1,0,0,0
S018386,2026-05-01,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018387,2026-05-05,Control,Mobile,Direct,Domestic,1,0,0,0
S018388,2026-05-17,Treatment,Mobile,Organic Search,International,1,1,0,0
S018389,2026-05-27,Control,Desktop,Direct,Caribbean,1,0,0,0
S018390,2026-05-26,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018391,2026-05-14,Control,Mobile,Email,Domestic,1,1,0,0
S018392,2026-05-17,Treatment,Desktop,Paid Search,International,1,1,1,471.69
S018393,2026-05-08,Control,Tablet,Organic Search,International,0,0,0,0
S018394,2026-05-07,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018395,2026-05-19,Control,Desktop,Organic Search,Domestic,1,0,0,0
S018396,2026-05-26,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S018397,2026-05-08,Control,Desktop,Paid Search,Domestic,1,1,1,176.51
S018398,2026-05-06,Treatment,Mobile,Direct,International,1,1,1,382.06
S018399,2026-05-28,Control,Desktop,Direct,Domestic,1,1,1,278.74
S018400,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S018401,2026-05-21,Control,Mobile,Direct,Caribbean,0,0,0,0
S018402,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S018403,2026-05-23,Control,Mobile,Direct,International,1,1,0,0
S018404,2026-05-05,Treatment,Desktop,Direct,International,1,0,0,0
S018405,2026-05-04,Control,Mobile,Organic Search,Caribbean,1,0,0,0
S018406,2026-05-16,Treatment,Mobile,Email,Domestic,0,0,0,0
S018407,2026-05-08,Control,Desktop,Organic Search,Domestic,0,0,0,0
S018408,2026-05-03,Treatment,Mobile,Paid Search,International,0,0,0,0
S018409,2026-05-07,Control,Desktop,Paid Search,International,1,0,0,0
S018410,2026-05-15,Treatment,Mobile,Direct,Domestic,1,1,0,0
S018411,2026-05-17,Control,Mobile,Organic Search,International,1,0,0,0
S018412,2026-05-08,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018413,2026-05-21,Control,Mobile,Paid Search,Domestic,1,1,0,0
S018414,2026-05-08,Treatment,Mobile,Direct,Domestic,0,0,0,0
S018415,2026-05-08,Control,Desktop,Direct,Caribbean,0,0,0,0
S018416,2026-05-22,Treatment,Mobile,Direct,Domestic,1,1,1,155.98
S018417,2026-05-27,Control,Mobile,Direct,Domestic,0,0,0,0
S018418,2026-05-18,Treatment,Mobile,Email,Domestic,1,1,0,0
S018419,2026-05-02,Control,Desktop,Email,International,0,0,0,0
S018420,2026-05-24,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018421,2026-05-07,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S018422,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,1,1,416.18
S018423,2026-05-08,Control,Desktop,Paid Search,Domestic,0,0,0,0
S018424,2026-05-14,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S018425,2026-05-26,Control,Mobile,Organic Search,Domestic,1,0,0,0
S018426,2026-05-19,Treatment,Desktop,Paid Search,International,1,1,0,0
S018427,2026-05-08,Control,Desktop,Direct,Domestic,0,0,0,0
S018428,2026-05-24,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018429,2026-05-09,Control,Mobile,Email,Caribbean,1,1,0,0
S018430,2026-05-25,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018431,2026-05-19,Control,Desktop,Direct,Domestic,1,1,1,219.65
S018432,2026-05-01,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S018433,2026-05-09,Control,Mobile,Direct,Caribbean,0,0,0,0
S018434,2026-05-02,Treatment,Desktop,Paid Search,Caribbean,0,0,0,0
S018435,2026-05-13,Control,Mobile,Email,International,0,0,0,0
S018436,2026-05-14,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018437,2026-05-15,Control,Desktop,Direct,Domestic,0,0,0,0
S018438,2026-05-23,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S018439,2026-05-12,Control,Desktop,Direct,Domestic,1,0,0,0
S018440,2026-05-15,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018441,2026-05-26,Control,Mobile,Paid Search,Domestic,1,1,0,0
S018442,2026-05-15,Treatment,Mobile,Paid Search,International,1,0,0,0
S018443,2026-05-15,Control,Mobile,Direct,Domestic,1,0,0,0
S018444,2026-05-08,Treatment,Mobile,Direct,Domestic,1,0,0,0
S018445,2026-05-19,Control,Tablet,Direct,Domestic,0,0,0,0
S018446,2026-05-07,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018447,2026-05-25,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018448,2026-05-04,Treatment,Mobile,Direct,Domestic,1,1,1,198.55
S018449,2026-05-02,Control,Mobile,Direct,Domestic,1,1,0,0
S018450,2026-05-16,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S018451,2026-05-07,Control,Desktop,Organic Search,Domestic,1,1,0,0
S018452,2026-05-24,Treatment,Mobile,Direct,Domestic,1,1,0,0
S018453,2026-05-28,Control,Mobile,Direct,Domestic,1,1,1,257.53
S018454,2026-05-05,Treatment,Tablet,Paid Search,Domestic,0,0,0,0
S018455,2026-05-24,Control,Mobile,Direct,Domestic,1,1,1,381.93
S018456,2026-05-26,Treatment,Mobile,Email,Domestic,0,0,0,0
S018457,2026-05-03,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S018458,2026-05-21,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S018459,2026-05-12,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018460,2026-05-14,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S018461,2026-05-24,Control,Mobile,Direct,Domestic,0,0,0,0
S018462,2026-05-21,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S018463,2026-05-25,Control,Desktop,Paid Search,Domestic,1,1,1,370.88
S018464,2026-05-28,Treatment,Desktop,Email,International,1,1,0,0
S018465,2026-05-07,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S018466,2026-05-03,Treatment,Desktop,Direct,Domestic,1,1,0,0
S018467,2026-05-21,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018468,2026-05-28,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018469,2026-05-03,Control,Mobile,Direct,Domestic,0,0,0,0
S018470,2026-05-14,Treatment,Desktop,Paid Search,Caribbean,1,0,0,0
S018471,2026-05-24,Control,Mobile,Direct,Domestic,1,0,0,0
S018472,2026-05-25,Treatment,Mobile,Direct,Caribbean,1,1,1,289.73
S018473,2026-05-14,Control,Desktop,Email,Domestic,1,0,0,0
S018474,2026-05-04,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S018475,2026-05-09,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018476,2026-05-21,Treatment,Mobile,Email,Domestic,1,1,0,0
S018477,2026-05-26,Control,Desktop,Paid Search,Domestic,1,0,0,0
S018478,2026-05-13,Treatment,Mobile,Email,Domestic,0,0,0,0
S018479,2026-05-19,Control,Desktop,Paid Search,Domestic,1,1,0,0
S018480,2026-05-09,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S018481,2026-05-13,Control,Mobile,Direct,Domestic,1,1,1,169.65
S018482,2026-05-15,Treatment,Mobile,Email,Domestic,1,1,1,440.93
S018483,2026-05-02,Control,Desktop,Organic Search,Caribbean,1,1,1,345.66
S018484,2026-05-16,Treatment,Mobile,Direct,International,1,1,0,0
S018485,2026-05-08,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S018486,2026-05-07,Treatment,Mobile,Paid Search,Domestic,1,1,1,382.19
S018487,2026-05-19,Control,Desktop,Organic Search,Domestic,1,0,0,0
S018488,2026-05-27,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018489,2026-05-16,Control,Mobile,Email,Caribbean,0,0,0,0
S018490,2026-05-22,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018491,2026-05-10,Control,Desktop,Direct,Domestic,1,0,0,0
S018492,2026-05-10,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S018493,2026-05-24,Control,Mobile,Direct,Domestic,0,0,0,0
S018494,2026-05-15,Treatment,Desktop,Direct,Domestic,0,0,0,0
S018495,2026-05-02,Control,Desktop,Direct,Domestic,1,1,1,188.3
S018496,2026-05-01,Treatment,Desktop,Organic Search,International,1,0,0,0
S018497,2026-05-28,Control,Tablet,Direct,Domestic,0,0,0,0
S018498,2026-05-27,Treatment,Mobile,Paid Search,Domestic,1,1,1,171.03
S018499,2026-05-28,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S018500,2026-05-22,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S018501,2026-05-12,Control,Desktop,Organic Search,Domestic,0,0,0,0
S018502,2026-05-09,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S018503,2026-05-17,Control,Desktop,Direct,Caribbean,1,1,1,264.51
S018504,2026-05-28,Treatment,Mobile,Email,Domestic,1,1,1,171.04
S018505,2026-05-04,Control,Mobile,Paid Search,International,0,0,0,0
S018506,2026-05-19,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018507,2026-05-18,Control,Desktop,Organic Search,Domestic,1,1,1,210.49
S018508,2026-05-27,Treatment,Mobile,Organic Search,Caribbean,1,1,1,167.46
S018509,2026-05-03,Control,Desktop,Email,Domestic,1,1,0,0
S018510,2026-05-17,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S018511,2026-05-12,Control,Desktop,Organic Search,Domestic,1,1,1,300.64
S018512,2026-05-24,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018513,2026-05-18,Control,Mobile,Direct,International,1,1,1,291.04
S018514,2026-05-08,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S018515,2026-05-11,Control,Mobile,Email,Domestic,0,0,0,0
S018516,2026-05-01,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S018517,2026-05-01,Control,Mobile,Direct,Caribbean,0,0,0,0
S018518,2026-05-18,Treatment,Desktop,Direct,Domestic,1,1,0,0
S018519,2026-05-06,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018520,2026-05-28,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S018521,2026-05-07,Control,Mobile,Direct,Domestic,0,0,0,0
S018522,2026-05-03,Treatment,Desktop,Direct,Domestic,1,0,0,0
S018523,2026-05-13,Control,Mobile,Paid Search,Domestic,0,0,0,0
S018524,2026-05-20,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018525,2026-05-27,Control,Mobile,Direct,Caribbean,0,0,0,0
S018526,2026-05-20,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S018527,2026-05-05,Control,Mobile,Direct,Domestic,0,0,0,0
S018528,2026-05-17,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S018529,2026-05-09,Control,Mobile,Paid Search,Domestic,1,0,0,0
S018530,2026-05-14,Treatment,Desktop,Direct,Caribbean,1,1,0,0
S018531,2026-05-04,Control,Mobile,Organic Search,Domestic,0,0,0,0
S018532,2026-05-03,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S018533,2026-05-20,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S018534,2026-05-10,Treatment,Mobile,Direct,International,1,0,0,0
S018535,2026-05-17,Control,Mobile,Email,Domestic,0,0,0,0
S018536,2026-05-05,Treatment,Mobile,Paid Search,Domestic,1,1,1,307.82
